Name,Type,Grade,Rating,Location,,,,,,,
Or How I Learned How to Stop Worrying and Love the Mantel,Boulder,V3,3,west virginia>coopers rock state forest>Picnic Table (Mushroom Boulder),,,,,,,
Precious Bodily Fluids,Boulder,V3,2,west virginia>coopers rock state forest>Picnic Table (Mushroom Boulder),,,,,,,
Donkey Punch,Boulder,V3,3,west virginia>coopers rock state forest>roadside>Bitch Slap Area,,,,,,,
Black Bart,Boulder,V3,2,west virginia>coopers rock state forest>roadside>Ceiling Block Area,,,,,,,
Woody's Arete,Boulder,V3,3.5,west virginia>coopers rock state forest>roadside>Ceiling Block Area,,,,,,,
Acromion,Boulder,V3,1.5,west virginia>coopers rock state forest>roadside>Mad Butcher Block,,,,,,,
Hangover Helper,Boulder,V3,3,west virginia>coopers rock state forest>roadside>Mad Butcher Block,,,,,,,
Street Fighter,Boulder,V3,3.5,west virginia>coopers rock state forest>roadside>Mad Butcher Block,,,,,,,
Spike 2.0,Boulder,V3,2,west virginia>coopers rock state forest>roadside>sunset wall area>Big Blocks,,,,,,,
Winter Afternoon,Boulder,V3,2,west virginia>coopers rock state forest>roadside>sunset wall area>Big Blocks,,,,,,,
"Cave Route, The",Boulder,V3,4,west virginia>coopers rock state forest>roadside>Tendon Repair Kit Area,,,,,,,
Censor,Boulder,V3,3,west virginia>coopers rock state forest>roadside>Warm-Up Boulders,,,,,,,
Elvis Legs,Boulder,V3,3,west virginia>coopers rock state forest>tilted tree>Anti-Elvis Area,,,,,,,
"Gimp's Sleeping, The",Boulder,V3,2,west virginia>coopers rock state forest>tilted tree>Coral Area,,,,,,,
PC7,Boulder,V3,3,west virginia>coopers rock state forest>tilted tree>Coral Area,,,,,,,
Exorexic,Boulder,V3,2,west virginia>coopers rock state forest>tilted tree>Death Block Area,,,,,,,
Two Minutes of Hate,Boulder,V3,2,west virginia>coopers rock state forest>tilted tree>Electric Avenue Boulder,,,,,,,
"Fiddle, The",Boulder,V3,2,west virginia>coopers rock state forest>tilted tree>Fiddle Area,,,,,,,
Sloping Rail,Boulder,V3,2,west virginia>coopers rock state forest>tilted tree>Fiddle Area,,,,,,,
Squirrel Poop,Boulder,V3,2,west virginia>coopers rock state forest>tilted tree>First Wall,,,,,,,
Moby's Dick,Boulder,V3,3.5,west virginia>coopers rock state forest>tilted tree>Moby's Dick Area,,,,,,,
Roof of Death,Boulder,V3,3,west virginia>coopers rock state forest>tilted tree>Moby's Dick Area,,,,,,,
Test of Endurance,Boulder,V3,3,west virginia>coopers rock state forest>tilted tree>Moby's Dick Area,,,,,,,
Gag Reflux,Boulder,V3,2.5,west virginia>coopers rock state forest>tilted tree>Tilted Tree Corridor,,,,,,,
Tilted Tree Arete,Boulder,V3,2.5,west virginia>coopers rock state forest>tilted tree>Tilted Tree Corridor,,,,,,,
Dextrose,Boulder,V3,2,west virginia>coopers rock state forest>upper rock city>Entrance Boulders,,,,,,,
Entrance to the Tomb,Boulder,V3,4,west virginia>coopers rock state forest>upper rock city>Tomb Raider Area,,,,,,,
Pocketsock,Boulder,V3,3,west virginia>coopers rock state forest>upper rock city>Tomb Raider Area,,,,,,,
Pocketsock Variation #1,Boulder,V3,3,west virginia>coopers rock state forest>upper rock city>Tomb Raider Area,,,,,,,
Poundin' The Pooch,Boulder,V3,3.5,west virginia>coopers rock state forest>upper rock city>Tomb Raider Area,,,,,,,
Don't Slip on your Compressions,Boulder,V3,3,west virginia>Kanawha State Park,,,,,,,
Not a Finga!,Boulder,V3,2.5,west virginia>Kanawha State Park,,,,,,,
Rail Gun,Boulder,V3,4,west virginia>Kanawha State Park,,,,,,,
Crimpin' Ain't Easy,Boulder,V3,2.5,west virginia>the new river gorge>meadow river gorge>meadow top boulders>Crimpin' Boulder,,,,,,,
Crack Kills,Boulder,V3,3,west virginia>the new river gorge>meadow river gorge>meadow top boulders>MacGuffin Boulder,,,,,,,
Ruth's Roof,Boulder,V3,3,west virginia>the new river gorge>new river gorge proper>beauty mountain>short creek bouldering>Ali Bubba Cave,,,,,,,
Monkey Knuckles,Boulder,V3,3,west virginia>the new river gorge>new river gorge proper>beauty mountain>short creek bouldering>short creek right>Gymnastic Fantastic Boulder,,,,,,,
Butch Goes to Indochina,Boulder,V3,3.5,west virginia>the new river gorge>new river gorge proper>bridge area>bridge boulders>Jaws Boulder,,,,,,,
Politically Left,Boulder,V3,3,west virginia>the new river gorge>new river gorge proper>bridge area>bridge boulders>Jaws Boulder,,,,,,,
"Riddler, The",Boulder,V3,1,west virginia>the new river gorge>new river gorge proper>hawks nest dam>cotton bottom>Bat Cave Boulder,,,,,,,
Two Face,Boulder,V3,2,west virginia>the new river gorge>new river gorge proper>hawks nest dam>cotton bottom>Bat Cave Boulder,,,,,,,
On Crack,Boulder,V3,2,west virginia>the new river gorge>new river gorge proper>hawks nest dam>cotton bottom>Highball Boulder,,,,,,,
"Poop Reprise, The",Boulder,V3,1,west virginia>the new river gorge>new river gorge proper>hawks nest dam>cotton bottom>Highball Boulder,,,,,,,
Cooler than it Looks,Boulder,V3,1,west virginia>the new river gorge>new river gorge proper>hawks nest dam>cotton top>Flux Boulder,,,,,,,
Parochial Verbiage,Boulder,V3,3,west virginia>the new river gorge>new river gorge proper>hawks nest dam>hawks nest proper>Egg Boulder,,,,,,,
Egg Direct,Boulder,V3,3,west virginia>the new river gorge>new river gorge proper>hawks nest dam>hawks nest proper>White Eyebrow Boulder,,,,,,,
Flo Ho,Boulder,V3,2,west virginia>the new river gorge>new river gorge proper>interp boulders>moe area>Moe Boulder,,,,,,,
Helium,Boulder,V3,3.5,west virginia>the new river gorge>new river gorge proper>sunshine boulders>Sunshine Boulder,,,,,,,
D2,Boulder,V3-,2,west virginia>bozoo>bozoo bouldering>downstream boulderfield>D: Cliffside Boulder,,,,,,,
Knob Problem,Boulder,V3-,2.5,west virginia>coopers rock state forest>roadside>Mad Butcher Block,,,,,,,
Fiddlesticks,Boulder,V3-,2,west virginia>coopers rock state forest>tilted tree>Fiddle Area,,,,,,,
Tomb Raider,Boulder,V3-,3,west virginia>coopers rock state forest>upper rock city>Tomb Raider Area,,,,,,,
F3,Boulder,V3-4,2,west virginia>bozoo>bozoo bouldering>downstream boulderfield>F:Slap'n'Squeeze Boulder,,,,,,,
50/50 Arete,Boulder,V3-4,2.5,west virginia>bozoo>bozoo bouldering>entryway boulders>roadside>50/50 Boulder,,,,,,,
Over-Under,Boulder,V3-4,1.5,west virginia>bozoo>bozoo bouldering>entryway boulders>roadside>50/50 Boulder,,,,,,,
Firepole,Boulder,V3-4,3.5,west virginia>bozoo>bozoo bouldering>main area bouldering>F. Firepole Boulder,,,,,,,
Monkeys Paw,Boulder,V3-4,2.5,west virginia>bozoo>bozoo bouldering>project area>The Brain Boulder,,,,,,,
S.O.B,Boulder,V3-4,2,west virginia>bozoo>bozoo bouldering>project area>The Brain Boulder,,,,,,,
Mid Pyramid,Boulder,V3-4,2,west virginia>bozoo>bozoo bouldering>zion>The Pyramids,,,,,,,
Gator Skin Center,Boulder,V3+,2.5,west virginia>bozoo>bozoo bouldering>downstream boulderfield>G:Alligator Skin Boulder,,,,,,,
L. Pocket Boulder Slab,Boulder,V3+,2,west virginia>bozoo>bozoo bouldering>main area bouldering>A: Pocket Boulder,,,,,,,
Shawn's Prow,Boulder,V3+,4,west virginia>bozoo>bozoo bouldering>stoned hinge>Ships Prow Boulder,,,,,,,
Red Problem,Boulder,V3+,2,west virginia>coopers rock state forest>tilted tree>Coral Area,,,,,,,
Duster Huffer,Boulder,V3+,3,west virginia>coopers rock state forest>tilted tree>Fiddle Area,,,,,,,
Special Needs,Boulder,V3+,3,west virginia>coopers rock state forest>tilted tree>Moby's Dick Area,,,,,,,
Ship's Traverse (V3 Variation),Boulder,V3+,2,west virginia>coopers rock state forest>upper rock city>Tomb Raider Area,,,,,,,
Throwin Hundreds,Boulder,V4,2,west virginia>Bear Rock Lake Bouldering (Wheeling),,,,,,,
Ground's Keeper Willy,Boulder,V4,3,west virginia>bozoo>02. Simpson Wall,,,,,,,
K: P. Ewing,Boulder,V4,1,west virginia>bozoo>bozoo bouldering>downstream boulderfield>A: Air Jordy Boulder,,,,,,,
D1,Boulder,V4,2,west virginia>bozoo>bozoo bouldering>downstream boulderfield>D: Cliffside Boulder,,,,,,,
Chameleon Arete,Boulder,V4,2,west virginia>bozoo>bozoo bouldering>downstream boulderfield>E: Multi-Dihedral Boulder,,,,,,,
Sloper Fools,Boulder,V4,4,west virginia>bozoo>bozoo bouldering>downstream boulderfield>G:Alligator Skin Boulder,,,,,,,
Extra Mileage,Boulder,V4,2,west virginia>bozoo>bozoo bouldering>downstream boulderfield>H: Flow Boulder,,,,,,,
Crescentia,Boulder,V4,3,west virginia>bozoo>bozoo bouldering>downstream boulderfield>talus area>C2: 211 Spot Boulder,,,,,,,
Bozoo Slow Hand,Boulder,V4,3,"west virginia>bozoo>bozoo bouldering>downstream boulderfield>talus area>C6: Upper Tier, Hermit's Cave",,,,,,,
Gepetto,Boulder,V4,2,west virginia>bozoo>bozoo bouldering>entryway boulders>roadside>Roadisde Euphoria Boulder,,,,,,,
A1,Boulder,V4,3,west virginia>bozoo>bozoo bouldering>flinger area>Fly Swatter Boulder,,,,,,,
C. Pocket Direct,Boulder,V4,2,west virginia>bozoo>bozoo bouldering>main area bouldering>A: Pocket Boulder,,,,,,,
D. The Pocket Problem,Boulder,V4,3,west virginia>bozoo>bozoo bouldering>main area bouldering>A: Pocket Boulder,,,,,,,
H. Crimp Rail Traverse,Boulder,V4,3,west virginia>bozoo>bozoo bouldering>main area bouldering>A: Pocket Boulder,,,,,,,
Martha Stewart,Boulder,V4,2,west virginia>bozoo>bozoo bouldering>main area bouldering>B. Hershey Boulder,,,,,,,
Unknown Hershey,Boulder,V4,1,west virginia>bozoo>bozoo bouldering>main area bouldering>B. Hershey Boulder,,,,,,,
V Flake,Boulder,V4,1,west virginia>bozoo>bozoo bouldering>main area bouldering>B. Hershey Boulder,,,,,,,
Ankle Grater Problem,Boulder,V4,2,west virginia>bozoo>bozoo bouldering>main area bouldering>C. The Dugout,,,,,,,
Dugout Traverse,Boulder,V4,2,west virginia>bozoo>bozoo bouldering>main area bouldering>C. The Dugout,,,,,,,
Brown Star,Boulder,V4,3,west virginia>bozoo>bozoo bouldering>main area bouldering>E. The Blok,,,,,,,
Dorough Problem?,Boulder,V4,2,west virginia>bozoo>bozoo bouldering>main area bouldering>E. The Blok,,,,,,,
"Firehose, The",Boulder,V4,3.5,west virginia>bozoo>bozoo bouldering>main area bouldering>F. Firepole Boulder,,,,,,,
Firepole Arete (Pinball),Boulder,V4,3.5,west virginia>bozoo>bozoo bouldering>main area bouldering>F. Firepole Boulder,,,,,,,
B.Traverse,Boulder,V4,2,west virginia>bozoo>bozoo bouldering>main area bouldering>H. EDucator Boulder,,,,,,,
E2. Left exit to crack,Boulder,V4,1,west virginia>bozoo>bozoo bouldering>main area bouldering>H. EDucator Boulder,,,,,,,
Crumbs,Boulder,V4,2,west virginia>bozoo>bozoo bouldering>main area bouldering>highlander area>J: 45 Deg Wall,,,,,,,
Little Boy,Boulder,V4,3,west virginia>bozoo>bozoo bouldering>powerline boulders>powerline proper>Little Boy,,,,,,,
Sloper Proj Left Arete,Boulder,V4,4,west virginia>bozoo>bozoo bouldering>powerline boulders>sloper project area>Sloper Proj Boulder,,,,,,,
Right Face Climb,Boulder,V4,2,west virginia>bozoo>bozoo bouldering>project area>Streamside Boulder II,,,,,,,
Brain Drain,Boulder,V4,2,west virginia>bozoo>bozoo bouldering>project area>The Brain Boulder,,,,,,,
"Brain, The",Boulder,V4,3,west virginia>bozoo>bozoo bouldering>project area>The Brain Boulder,,,,,,,
Jump Start,Boulder,V4,3,west virginia>bozoo>bozoo bouldering>project area>The Project Boulder,,,,,,,
Project Boulder Slabs,Boulder,V4,1,west virginia>bozoo>bozoo bouldering>project area>The Project Boulder,,,,,,,
Left Pop,Boulder,V4,1,west virginia>bozoo>bozoo bouldering>stoned hinge>Hale Pop Boulder,,,,,,,
Ride the White Horse,Boulder,V4,2,west virginia>bozoo>bozoo bouldering>stoned hinge>Nose Candy Boulder,,,,,,,
Humpy,Boulder,V4,3.5,west virginia>coopers rock state forest>Picnic Table (Mushroom Boulder),,,,,,,
Flat Daddy,Boulder,V4,3,west virginia>coopers rock state forest>roadside>Mad Butcher Block,,,,,,,
Lightning Bolt,Boulder,V4,2.5,west virginia>coopers rock state forest>roadside>Tendon Repair Kit Area,,,,,,,
Warm-Up Boulder Arete,Boulder,V4,2.5,west virginia>coopers rock state forest>roadside>Warm-Up Boulders,,,,,,,
Anti-Elvis,Boulder,V4,3.5,west virginia>coopers rock state forest>tilted tree>Anti-Elvis Area,,,,,,,
Orange-Black Problem,Boulder,V4,3,west virginia>coopers rock state forest>tilted tree>Coral Area,,,,,,,
Spinal Tap,Boulder,V4,3,west virginia>coopers rock state forest>tilted tree>Coral Area,,,,,,,
Proana,Boulder,V4,2,west virginia>coopers rock state forest>tilted tree>Death Block Area,,,,,,,
Tombstone Arete,Boulder,V4,3.5,west virginia>coopers rock state forest>tilted tree>Fiddle Area,,,,,,,
Bitch Be Cool,Boulder,V4,3,west virginia>coopers rock state forest>tilted tree>First Wall,,,,,,,
Moby's Mantel,Boulder,V4,3,west virginia>coopers rock state forest>tilted tree>Moby's Dick Area,,,,,,,
Roof Problem,Boulder,V4,3,west virginia>coopers rock state forest>tilted tree>Tilted Tree Corridor,,,,,,,
Colorful Corner,Boulder,V4,3.5,west virginia>coopers rock state forest>upper rock city>Romulus and Remus Area,,,,,,,
Beached Whale,Boulder,V4,3,west virginia>coopers rock state forest>upper rock city>Roundhouse Area,,,,,,,
Pure Power,Boulder,V4,2.5,west virginia>coopers rock state forest>upper rock city>Roundhouse Area,,,,,,,
PBJ,Boulder,V4,3,west virginia>Kanawha State Park,,,,,,,
Sloticus,Boulder,V4,3,west virginia>Kanawha State Park,,,,,,,
Square-Up,Boulder,V4,2,west virginia>Kanawha State Park,,,,,,,
Way of the Gun,Boulder,V4,3,west virginia>the new river gorge>new river gorge proper>Fayette Station Boulders,,,,,,,
"Penguin, The",Boulder,V4,2,west virginia>the new river gorge>new river gorge proper>hawks nest dam>cotton bottom>Bat Cave Boulder,,,,,,,
"Poop, The",Boulder,V4,1,west virginia>the new river gorge>new river gorge proper>hawks nest dam>cotton bottom>Highball Boulder,,,,,,,
Sticky Fingers,Boulder,V4,3,west virginia>the new river gorge>new river gorge proper>hawks nest dam>cotton bottom>Highball Boulder,,,,,,,
Mines of Moria,Boulder,V4,3.5,west virginia>the new river gorge>new river gorge proper>hawks nest dam>cotton bottom>Malone Boulder,,,,,,,
Unknown,Boulder,V4,2,west virginia>the new river gorge>new river gorge proper>hawks nest dam>cotton bottom>Malone Boulder,,,,,,,
Cash Money,Boulder,V4,2,west virginia>the new river gorge>new river gorge proper>hawks nest dam>cotton bottom>Slitty Titty Boulder,,,,,,,
Cross Section,Boulder,V4,2,west virginia>the new river gorge>new river gorge proper>hawks nest dam>cotton bottom>Slitty Titty Boulder,,,,,,,
Farm Boy,Boulder,V4,2,west virginia>the new river gorge>new river gorge proper>hawks nest dam>cotton bottom>Slitty Titty Boulder,,,,,,,
Slitty Titty Traverse,Boulder,V4,4,west virginia>the new river gorge>new river gorge proper>hawks nest dam>cotton bottom>Slitty Titty Boulder,,,,,,,
Couldawouldashoulda,Boulder,V4,2.5,west virginia>the new river gorge>new river gorge proper>hawks nest dam>cotton bottom>V9s Boulder,,,,,,,
V9s,Boulder,V4,1,west virginia>the new river gorge>new river gorge proper>hawks nest dam>cotton bottom>V9s Boulder,,,,,,,
Van Vleek,Boulder,V4,2,west virginia>the new river gorge>new river gorge proper>hawks nest dam>cotton top>Flux Boulder,,,,,,,
Leaving Las Fayetteville,Boulder,V4,2.5,west virginia>the new river gorge>new river gorge proper>hawks nest dam>hawks nest proper>Leaving Las Fayetteville Boulder,,,,,,,
Wingspan,Boulder,V4,3,west virginia>the new river gorge>new river gorge proper>hawks nest dam>hawks nest proper>Wingspan Boulder,,,,,,,
White Boy Bob,Boulder,V4,2,west virginia>the new river gorge>new river gorge proper>interp boulders>Ronski Feint,,,,,,,
Big Alternative,Boulder,V4,3,west virginia>the new river gorge>new river gorge proper>junkyard area>Junkyard Cave,,,,,,,
"Scoop, The",Boulder,V4-,2,west virginia>bozoo>bozoo bouldering>main area bouldering>G. The Bozoo Roof,,,,,,,
Fin-ish,Boulder,V4-,3.5,west virginia>coopers rock state forest>roadside>Tendon Repair Kit Area,,,,,,,
Electric Avenue,Boulder,V4-,3.5,west virginia>coopers rock state forest>tilted tree>Electric Avenue Boulder,,,,,,,
Unnamed,Boulder,V4-,3,west virginia>coopers rock state forest>upper rock city>Romulus and Remus Area,,,,,,,
Mr. Weenie Sends,Boulder,V4-,2,west virginia>the new river gorge>new river gorge proper>bridge area>bridge boulders>Jaws Boulder,,,,,,,
Sloper Madness,Boulder,V4-5,4,west virginia>bozoo>bozoo bouldering>entryway boulders>bouldercliff area>Sloper Madness Boulder,,,,,,,
BoulderCliff L,Boulder,V4-5,3,west virginia>bozoo>bozoo bouldering>entryway boulders>bouldercliff area>The BoulderCliff,,,,,,,
Lip Traverse,Boulder,V4-5,1,west virginia>bozoo>bozoo bouldering>stoned hinge>Ships Prow Boulder,,,,,,,
Rubik's Cube,Boulder,V4-5,2,west virginia>coopers rock state forest>tilted tree>Tilted Tree Corridor,,,,,,,
Lucky Pierre,Boulder,V4+,3,west virginia>Bear Haven,,,,,,,
Gator Skin Left,Boulder,V4+,3.5,west virginia>bozoo>bozoo bouldering>downstream boulderfield>G:Alligator Skin Boulder,,,,,,,
Kick Start My Heart,Boulder,V4+,2,west virginia>bozoo>bozoo bouldering>downstream boulderfield>talus area>C2: 211 Spot Boulder,,,,,,,
L arete,Boulder,V4+,1,west virginia>bozoo>bozoo bouldering>entryway boulders>bouldercliff area>Crimper Lameness,,,,,,,
BoulderCliff R,Boulder,V4+,3,west virginia>bozoo>bozoo bouldering>entryway boulders>bouldercliff area>The BoulderCliff,,,,,,,
50/50,Boulder,V4+,3.5,west virginia>bozoo>bozoo bouldering>entryway boulders>roadside>50/50 Boulder,,,,,,,
Unknown8,Boulder,V4+,2,west virginia>bozoo>bozoo bouldering>project area>The Project Boulder,,,,,,,
Whale's Belly,Boulder,V4+,2.5,west virginia>coopers rock state forest>upper rock city>Roundhouse Area,,,,,,,
D: Air Jordy Left,Boulder,V5,3,west virginia>bozoo>bozoo bouldering>downstream boulderfield>A: Air Jordy Boulder,,,,,,,
E: Air Jordy Right,Boulder,V5,3,west virginia>bozoo>bozoo bouldering>downstream boulderfield>A: Air Jordy Boulder,,,,,,,
Flotation,Boulder,V5,4,west virginia>bozoo>bozoo bouldering>downstream boulderfield>H: Flow Boulder,,,,,,,
Heart Attack Jack,Boulder,V5,3.5,west virginia>bozoo>bozoo bouldering>downstream boulderfield>talus area>C2: 211 Spot Boulder,,,,,,,
Raven Riley?,Boulder,V5,2,west virginia>bozoo>bozoo bouldering>downstream boulderfield>talus area>C3: Hermit's Cave,,,,,,,
Leopard Larvae,Boulder,V5,3,"west virginia>bozoo>bozoo bouldering>downstream boulderfield>talus area>C6: Upper Tier, Hermit's Cave",,,,,,,
Hershey Squirt,Boulder,V5,2.5,west virginia>bozoo>bozoo bouldering>main area bouldering>B. Hershey Boulder,,,,,,,
Trickle Dynamics,Boulder,V5,2,west virginia>bozoo>bozoo bouldering>main area bouldering>C. The Dugout,,,,,,,
Pinball Wizard,Boulder,V5,4,west virginia>bozoo>bozoo bouldering>main area bouldering>F. Firepole Boulder,,,,,,,
"Bozoo Roof (Crack Only), The",Boulder,V5,2,west virginia>bozoo>bozoo bouldering>main area bouldering>G. The Bozoo Roof,,,,,,,
Shanklin's Ceiling,Boulder,V5,4,west virginia>bozoo>bozoo bouldering>main area bouldering>G. The Bozoo Roof,,,,,,,
"Showoff, The",Boulder,V5,1,west virginia>bozoo>bozoo bouldering>main area bouldering>G. The Bozoo Roof,,,,,,,
D. Diamond Cross,Boulder,V5,3,west virginia>bozoo>bozoo bouldering>main area bouldering>H. EDucator Boulder,,,,,,,
F. Special ED,Boulder,V5,2.5,west virginia>bozoo>bozoo bouldering>main area bouldering>H. EDucator Boulder,,,,,,,
Death Row R,Boulder,V5,2,west virginia>bozoo>bozoo bouldering>project area>Alcatraz/Fontainzoo/Mattehorn,,,,,,,
Thug Dang,Boulder,V5,2,west virginia>bozoo>bozoo bouldering>project area>Lyman's Boulder,,,,,,,
Delta Rae,Boulder,V5,2,west virginia>bozoo>bozoo bouldering>project area>Streamside Boulder II,,,,,,,
Matter Over Mind,Boulder,V5,3,west virginia>bozoo>bozoo bouldering>project area>The Brain Boulder,,,,,,,
Tiki,Boulder,V5,3,west virginia>bozoo>bozoo bouldering>stoned hinge>Bluestones,,,,,,,
Green Block Test Piece,Boulder,V5,4,west virginia>coopers rock state forest>roadside>Green Block,,,,,,,
Mountaineer's Route (Direct),Boulder,V5,4,west virginia>coopers rock state forest>roadside>Tendon Repair Kit Area,,,,,,,
Mountaineer's Route (original),Boulder,V5,3.5,west virginia>coopers rock state forest>roadside>Tendon Repair Kit Area,,,,,,,
Bizzaro,Boulder,V5,3.5,west virginia>coopers rock state forest>roadside>Warm-Up Boulders,,,,,,,
Helicopter,Boulder,V5,3.5,west virginia>coopers rock state forest>roadside>Warm-Up Boulders,,,,,,,
Flying Elvis,Boulder,V5,2,west virginia>coopers rock state forest>tilted tree>Anti-Elvis Area,,,,,,,
